"global_step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MAX","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MAX"
"537600000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","743","743","743","0.03359375","0.0283203125","0.041015625","","","","","",""
"538624000","","","","","","","","","","","","","","","","","","","372","372","372","0.0400390625","0.03369140625","0.04541015625","","","","","","","745","745","745","0.0369140625","0.03125","0.0498046875","","","","","",""
"539648000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","746","746","746","0.033203125","0.0244140625","0.04296875","","","","","",""
"540672000","92","92","92","0.695654296875","0.4547119140625","0.9234619140625","92","92","92","0.079345703125","0.04736328125","0.1005859375","92","92","92","0.041162109375","0.033447265625","0.05859375","373","373","373","0.03271484375","0.02734375","0.03564453125","186","186","186","0.036865234375","0.033935546875","0.040771484375","","","","","","","92","92","92","0.037255859375","0.0323486328125","0.0504150390625"
"541696000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","749","749","749","0.0337890625","0.0205078125","0.048828125","","","","","",""
"542720000","","","","","","","","","","","","","","","","","","","374","374","374","0.03330078125","0.02880859375","0.03857421875","","","","","","","750","750","750","0.0330078125","0.02734375","0.0380859375","","","","","",""
"543744000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","752","752","752","0.0392578125","0.02734375","0.0693359375","","","","","",""
"544768000","","","","","","","","","","","","","","","","","","","376","376","376","0.03583984375","0.0283203125","0.04345703125","188","188","188","0.044970703125","0.037841796875","0.05078125","753","753","753","0.03359375","0.0302734375","0.041015625","","","","","",""
"546816000","","","","","","","","","","","","","","","","","","","377","377","377","0.03662109375","0.0302734375","0.041015625","","","","","","","756","756","756","0.033203125","0.02734375","0.0400390625","","","","","",""
"547840000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","757","757","757","0.0330078125","0.02734375","0.0390625","","","","","",""
"548864000","94","94","94","0.66669921875","0.418212890625","0.9122314453125","94","94","94","0.0823974609375","0.0511474609375","0.102783203125","94","94","94","0.03974609375","0.0325927734375","0.0562744140625","","","","","","","189","189","189","0.033447265625","0.030029296875","0.03662109375","759","759","759","0.0384765625","0.0302734375","0.046875","94","94","94","0.0370849609375","0.0333251953125","0.0418701171875"
"549888000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760","760","760","0.037109375","0.03125","0.0439453125","","","","","",""
"550912000","","","","","","","","","","","","","","","","","","","380","380","380","0.0333984375","0.03125","0.0361328125","","","","","","","761","761","761","0.03359375","0.02734375","0.04296875","","","","","",""
"551936000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763","763","763","0.034375","0.02734375","0.0400390625","","","","","",""
"552960000","","","","","","","","","","","","","","","","","","","381","381","381","0.03759765625","0.03125","0.0439453125","190","190","190","0.035888671875","0.02978515625","0.0390625","764","764","764","0.037109375","0.0244140625","0.0439453125","","","","","",""
"553984000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","766","766","766","0.0380859375","0.029296875","0.0419921875","","","","","",""
"555008000","","","","","","","","","","","","","","","","","","","383","383","383","0.03173828125","0.02587890625","0.03759765625","","","","","","","767","767","767","0.0380859375","0.033203125","0.0458984375","","","","","",""
"556032000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","768","768","768","0.0380859375","0.0361328125","0.0419921875","","","","","",""
"557056000","95","95","95","0.637646484375","0.3802490234375","0.8985595703125","95","95","95","0.0777099609375","0.046630859375","0.0999755859375","95","95","95","0.0408447265625","0.0350341796875","0.057861328125","384","384","384","0.03232421875","0.02734375","0.03759765625","192","192","192","0.037890625","0.03125","0.044677734375","770","770","770","0.03515625","0.0302734375","0.037109375","95","95","95","0.036767578125","0.0330810546875","0.0450439453125"
"558080000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771","771","771","0.0318359375","0.0283203125","0.0380859375","","","","","",""
"559104000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","773","773","773","0.0427734375","0.0302734375","0.052734375","","","","","",""
"560128000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","774","774","774","0.0302734375","0.0263671875","0.03515625","","","","","",""
"561152000","","","","","","","","","","","","","","","","","","","387","387","387","0.03251953125","0.02685546875","0.0390625","193","193","193","0.03544921875","0.03173828125","0.0380859375","775","775","775","0.03203125","0.0263671875","0.0380859375","","","","","",""
"562176000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777","777","777","0.0328125","0.017578125","0.0419921875","","","","","",""
"563200000","","","","","","","","","","","","","","","","","","","388","388","388","0.03486328125","0.02978515625","0.03759765625","","","","","","","778","778","778","0.0357421875","0.0283203125","0.0400390625","","","","","",""
"565248000","","","","","","","","","","","","","","","","","","","390","390","390","0.03291015625","0.02978515625","0.03857421875","195","195","195","0.04287109375","0.040283203125","0.04541015625","781","781","781","0.0310546875","0.0283203125","0.0341796875","","","","","",""
"566272000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","782","782","782","0.03515625","0.0263671875","0.0400390625","","","","","",""
"567296000","","","","","","","","","","","","","","","","","","","391","391","391","0.03271484375","0.0283203125","0.03662109375","","","","","","","784","784","784","0.034765625","0.0283203125","0.0439453125","","","","","",""
"568320000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785","785","785","0.0318359375","0.02734375","0.033203125","","","","","",""
"569344000","","","","","","","","","","","","","","","","","","","","","","","","","196","196","196","0.03505859375","0.031005859375","0.03662109375","","","","","","","","","","","",""
"570368000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","788","788","788","0.0306640625","0.0263671875","0.0390625","","","","","",""
"571392000","","","","","","","","","","","","","","","","","","","394","394","394","0.033203125","0.02978515625","0.0380859375","","","","","","","789","789","789","0.030078125","0.0205078125","0.037109375","","","","","",""
"572416000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","794","794","794","0.028515625","0.025390625","0.0322265625","","","","","",""
"573440000","98","98","98","0.57900390625","0.2969970703125","0.8717041015625","98","98","98","0.193359375","0.0687255859375","0.6346435546875","98","98","98","0.03955078125","0.0338134765625","0.055419921875","395","395","395","0.03447265625","0.0302734375","0.037109375","197","197","197","0.035009765625","0.03271484375","0.03857421875","795","795","795","0.0333984375","0.025390625","0.037109375","98","98","98","0.03802490234375","0.03271484375","0.0435791015625"
"574464000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","796","796","796","0.0345703125","0.02734375","0.0390625","","","","","",""
"575488000","","","","","","","","","","","","","","","","","","","397","397","397","0.03984375","0.03564453125","0.04443359375","","","","","","","797","797","797","0.03125","0.0263671875","0.037109375","","","","","",""
"576512000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","798","798","798","0.0353515625","0.0263671875","0.041015625","","","","","",""
"577536000","","","","","","","","","","","","","","","","","","","398","398","398","0.03330078125","0.03076171875","0.037109375","202","202","202","0.03447265625","0.0302734375","0.038818359375","800","800","800","0.0353515625","0.0263671875","0.0419921875","","","","","",""
"578560000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","801","801","801","0.03359375","0.0283203125","0.0390625","","","","","",""
"579584000","","","","","","","","","","","","","","","","","","","399","399","399","0.03173828125","0.02197265625","0.0380859375","","","","","","","802","802","802","0.0310546875","0.0224609375","0.0380859375","","","","","",""
"580608000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804","804","804","0.040234375","0.0322265625","0.0537109375","","","","","",""
"581632000","102","102","102","0.55189208984375","0.25390625","0.86474609375","102","102","102","0.07236328125","0.044677734375","0.0869140625","102","102","102","0.039453125","0.033935546875","0.056396484375","401","401","401","0.03408203125","0.0283203125","0.041015625","203","203","203","0.033984375","0.028564453125","0.04150390625","805","805","805","0.0326171875","0.0185546875","0.0478515625","102","102","102","0.03858642578125","0.033447265625","0.0440673828125"
"582656000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","807","807","807","0.0447265625","0.0390625","0.056640625","","","","","",""
"583680000","","","","","","","","","","","","","","","","","","","402","402","402","0.03330078125","0.02978515625","0.03564453125","","","","","","","808","808","808","0.035546875","0.029296875","0.044921875","","","","","",""
"584704000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","809","809","809","0.03515625","0.03125","0.0400390625","","","","","",""
"585728000","","","","","","","","","","","","","","","","","","","404","404","404","0.044140625","0.0400390625","0.05029296875","","","","","","","811","811","811","0.0296875","0.0244140625","0.0390625","","","","","",""
"586752000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","812","812","812","0.0314453125","0.021484375","0.041015625","","","","","",""
"587776000","","","","","","","","","","","","","","","","","","","405","405","405","0.0337890625","0.02734375","0.03955078125","","","","","","","","","","","","","","","","","",""
"588800000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","815","815","815","0.03359375","0.025390625","0.041015625","","","","","",""
"589824000","104","104","104","0.52138671875","0.23046875","0.847900390625","104","104","104","0.0734619140625","0.0394287109375","0.08984375","104","104","104","0.0390869140625","0.0306396484375","0.054931640625","406","406","406","0.0359375","0.0302734375","0.0400390625","206","206","206","0.03623046875","0.032470703125","0.038330078125","816","816","816","0.0353515625","0.029296875","0.0458984375","104","104","104","0.03714599609375","0.03369140625","0.0421142578125"
"590848000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","818","818","818","0.0373046875","0.029296875","0.0517578125","","","","","",""
"591872000","","","","","","","","","","","","","","","","","","","408","408","408","0.0337890625","0.02880859375","0.03564453125","","","","","","","819","819","819","0.0373046875","0.03515625","0.041015625","","","","","",""
"593920000","","","","","","","","","","","","","","","","","","","409","409","409","0.034375","0.02685546875","0.04296875","207","207","207","0.034814453125","0.031005859375","0.036865234375","822","822","822","0.033203125","0.0224609375","0.044921875","","","","","",""
"594944000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","823","823","823","0.0306640625","0.0263671875","0.0361328125","","","","","",""
"595968000","","","","","","","","","","","","","","","","","","","411","411","411","0.039453125","0.0322265625","0.04931640625","","","","","","","825","825","825","0.035546875","0.02734375","0.0400390625","","","","","",""
"596992000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","826","826","826","0.032421875","0.0244140625","0.0390625","","","","","",""
"598016000","105","105","105","0.5003662109375","0.2249755859375","0.8291015625","105","105","105","0.0718994140625","0.0408935546875","0.08984375","105","105","105","0.0382080078125","0.033203125","0.0543212890625","412","412","412","0.03330078125","0.02880859375","0.041015625","209","209","209","0.034423828125","0.02978515625","0.038330078125","","","","","","","105","105","105","0.03797607421875","0.033935546875","0.0491943359375"
"599040000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","829","829","829","0.0326171875","0.0283203125","0.037109375","","","","","",""
"600064000","","","","","","","","","","","","","","","","","","","413","413","413","0.03701171875","0.0361328125","0.0380859375","","","","","","","830","830","830","0.037890625","0.033203125","0.044921875","","","","","",""
"601088000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","832","832","832","0.0423828125","0.0341796875","0.052734375","","","","","",""
"602112000","","","","","","","","","","","","","","","","","","","415","415","415","0.03515625","0.02783203125","0.044921875","210","210","210","0.0365234375","0.031982421875","0.03955078125","833","833","833","0.0341796875","0.0234375","0.044921875","","","","","",""
"603136000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834","834","834","0.033984375","0.0283203125","0.037109375","","","","","",""
"604160000","","","","","","","","","","","","","","","","","","","416","416","416","0.03359375","0.029296875","0.03857421875","","","","","","","836","836","836","0.03515625","0.0205078125","0.0546875","","","","","",""
"605184000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","837","837","837","0.034765625","0.0283203125","0.0419921875","","","","","",""
"606208000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","839","839","839","0.0416015625","0.03515625","0.0458984375","","","","","",""
"607232000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840","840","840","0.0373046875","0.0302734375","0.0478515625","","","","","",""
"608256000","","","","","","","","","","","","","","","","","","","419","419","419","0.034375","0.03076171875","0.04248046875","","","","","","","841","841","841","0.0357421875","0.029296875","0.0400390625","","","","","",""
"609280000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","843","843","843","0.0310546875","0.021484375","0.0361328125","","","","","",""
"610304000","","","","","","","","","","","","","","","","","","","420","420","420","0.03349609375","0.0283203125","0.03759765625","213","213","213","0.033642578125","0.032470703125","0.03515625","844","844","844","0.0314453125","0.021484375","0.0341796875","","","","","",""
"611328000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","846","846","846","0.0357421875","0.029296875","0.0439453125","","","","","",""
"612352000","","","","","","","","","","","","","","","","","","","422","422","422","0.0318359375","0.0263671875","0.03759765625","","","","","","","847","847","847","0.0328125","0.02734375","0.0400390625","","","","","",""
"613376000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848","848","848","0.03125","0.0224609375","0.03515625","","","","","",""
"614400000","108","108","108","0.446484375","0.1964111328125","0.8023681640625","108","108","108","0.0671875","0.0364990234375","0.0848388671875","108","108","108","0.0395751953125","0.02978515625","0.052734375","423","423","423","0.03330078125","0.02880859375","0.03662109375","214","214","214","0.034814453125","0.0322265625","0.03662109375","850","850","850","0.02890625","0.021484375","0.0390625","108","108","108","0.03837890625","0.031005859375","0.0479736328125"
"615424000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","851","851","851","0.0287109375","0.0224609375","0.03515625","","","","","",""
"617472000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854","854","854","0.029296875","0.0234375","0.0341796875","","","","","",""
"618496000","","","","","","","","","","","","","","","","","","","426","426","426","0.03134765625","0.02587890625","0.03564453125","216","216","216","0.032373046875","0.030517578125","0.03515625","855","855","855","0.032421875","0.0263671875","0.0390625","","","","","",""
"619520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","857","857","857","0.0283203125","0.01953125","0.0361328125","","","","","",""
"620544000","","","","","","","","","","","","","","","","","","","427","427","427","0.032421875","0.0283203125","0.03466796875","","","","","","","858","858","858","0.032421875","0.021484375","0.044921875","","","","","",""
"622592000","109","109","109","0.42161865234375","0.19140625","0.778076171875","109","109","109","0.0663330078125","0.0367431640625","0.0809326171875","109","109","109","0.041845703125","0.03515625","0.0552978515625","429","429","429","0.032421875","0.02685546875","0.03564453125","217","217","217","0.034033203125","0.030517578125","0.0361328125","861","861","861","0.0328125","0.0234375","0.0400390625","109","109","109","0.03837890625","0.03173828125","0.0440673828125"
"623616000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","862","862","862","0.0291015625","0.0224609375","0.033203125","","","","","",""
"624640000","","","","","","","","","","","","","","","","","","","430","430","430","0.03349609375","0.03173828125","0.03662109375","","","","","","","864","864","864","0.0322265625","0.0283203125","0.0361328125","","","","","",""
"625664000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865","865","865","0.034912109375","0.03125","0.037109375","","","","","",""
"626688000","","","","","","","","","","","","","","","","","","","434","434","434","0.0333984375","0.029296875","0.03759765625","221","221","221","0.032373046875","0.0283203125","0.037109375","869","869","869","0.035400390625","0.029296875","0.0380859375","","","","","",""
"627712000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","870","870","870","0.031005859375","0.0234375","0.0419921875","","","","","",""
"628736000","","","","","","","","","","","","","","","","","","","435","435","435","0.03388671875","0.029296875","0.03759765625","","","","","","","871","871","871","0.034912109375","0.0302734375","0.0400390625","","","","","",""
"629760000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","873","873","873","0.038736979166666664","0.033203125","0.0439453125","","","","","",""
"630784000","111","111","111","0.41097412109375","0.1937255859375","0.754638671875","111","111","111","0.07666015625","0.0489501953125","0.090576171875","111","111","111","0.0482177734375","0.0418701171875","0.065673828125","436","436","436","0.03544921875","0.03076171875","0.0400390625","222","222","222","0.034619140625","0.030517578125","0.041015625","874","874","874","0.03125","0.0263671875","0.0380859375","111","111","111","0.043359375","0.0369873046875","0.047607421875"
"631808000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","875","875","875","0.03515625","0.02734375","0.044921875","","","","","",""
"632832000","","","","","","","","","","","","","","","","","","","438","438","438","0.04091796875","0.03662109375","0.04296875","","","","","","","877","877","877","0.035481770833333336","0.025390625","0.0419921875","","","","","",""
"633856000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","878","878","878","0.035807291666666664","0.025390625","0.044921875","","","","","",""
"634880000","","","","","","","","","","","","","","","","","","","439","439","439","0.03447265625","0.02490234375","0.0390625","223","223","223","0.03515625","0.0302734375","0.04150390625","880","880","880","0.037760416666666664","0.03515625","0.04296875","","","","","",""
"635904000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881","881","881","0.03515625","0.0283203125","0.0390625","","","","","",""
"636928000","","","","","","","","","","","","","","","","","","","440","440","440","0.0330078125","0.02880859375","0.0361328125","","","","","","","882","882","882","0.0263671875","0.025390625","0.02734375","","","","","",""
"637952000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","884","884","884","0.036458333333333336","0.03125","0.0390625","","","","","",""
"638976000","112","112","112","0.38265380859375","0.17724609375","0.7178955078125","112","112","112","0.065869140625","0.039306640625","0.08056640625","112","112","112","0.0416748046875","0.0335693359375","0.06298828125","442","442","442","0.02880859375","0.025390625","0.0322265625","225","225","225","0.041064453125","0.03564453125","0.044677734375","885","885","885","0.026692708333333332","0.0224609375","0.029296875","112","112","112","0.0373291015625","0.031005859375","0.0416259765625"
"641024000","","","","","","","","","","","","","","","","","","","443","443","443","0.03291015625","0.029296875","0.03759765625","","","","","","","888","888","888","0.03515625","0.03125","0.0380859375","","","","","",""
"642048000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","889","889","889","0.037109375","0.0341796875","0.0390625","","","","","",""
"643072000","","","","","","","","","","","","","","","","","","","445","445","445","0.038671875","0.02978515625","0.04443359375","226","226","226","0.0337890625","0.030029296875","0.03857421875","891","891","891","0.026041666666666668","0.017578125","0.03125","","","","","",""
"644096000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","892","892","892","0.033854166666666664","0.0302734375","0.0361328125","","","","","",""
"645120000","","","","","","","","","","","","","","","","","","","446","446","446","0.035546875","0.0302734375","0.044921875","","","","","","","","","","","","","","","","","",""
"646144000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","895","895","895","0.03125","0.0244140625","0.0419921875","","","","","",""
"647168000","113","113","113","0.36072998046875","0.16015625","0.6826171875","113","113","113","0.0640380859375","0.0406494140625","0.0731201171875","113","113","113","0.0406005859375","0.0343017578125","0.0577392578125","447","447","447","0.03349609375","0.0302734375","0.03759765625","227","227","227","0.034375","0.032470703125","0.037353515625","896","896","896","0.029296875","0.0263671875","0.03125","113","113","113","0.036572265625","0.0322265625","0.0440673828125"
"648192000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","898","898","898","0.03369140625","0.033203125","0.0341796875","","","","","",""
"649216000","","","","","","","","","","","","","","","","","","","449","449","449","0.03232421875","0.0283203125","0.04150390625","","","","","","","899","899","899","0.03564453125","0.03515625","0.0361328125","","","","","",""
"651264000","","","","","","","","","","","","","","","","","","","450","450","450","0.03271484375","0.02783203125","0.03857421875","229","229","229","0.033056640625","0.02978515625","0.037353515625","902","902","902","0.0302734375","0.029296875","0.03125","","","","","",""
"652288000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","903","903","903","0.03662109375","0.03515625","0.0380859375","","","","","",""
"653312000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905","905","905","0.04248046875","0.0322265625","0.052734375","","","","","",""
"654336000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","906","906","906","0.03369140625","0.025390625","0.0419921875","","","","","",""
"655360000","115","115","115","0.334765625","0.1446533203125","0.6663818359375","115","115","115","0.067529296875","0.0426025390625","0.0814208984375","115","115","115","0.0376953125","0.03125","0.052490234375","453","453","453","0.035546875","0.0302734375","0.03857421875","230","230","230","0.033642578125","0.03076171875","0.034912109375","907","907","907","0.033203125","0.0322265625","0.0341796875","115","115","115","0.0360107421875","0.03173828125","0.0457763671875"
"656384000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","909","909","909","0.03466796875","0.0341796875","0.03515625","","","","","",""
"657408000","","","","","","","","","","","","","","","","","","","454","454","454","0.0310546875","0.02734375","0.03466796875","","","","","","","910","910","910","0.0302734375","0.0302734375","0.0302734375","","","","","",""
"658432000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","912","912","912","0.0478515625","0.0478515625","0.0478515625","","","","","",""
"659456000","","","","","","","","","","","","","","","","","","","456","456","456","0.034375","0.02783203125","0.041015625","232","232","232","0.040478515625","0.0380859375","0.04248046875","913","913","913","0.0400390625","0.0400390625","0.0400390625","","","","","",""
"660480000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914","914","914","0.04296875","0.04296875","0.04296875","","","","","",""
"661504000","","","","","","","","","","","","","","","","","","","457","457","457","0.0318359375","0.02783203125","0.03759765625","","","","","","","916","916","916","0.0341796875","0.0341796875","0.0341796875","","","","","",""
"662528000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917","917","917","0.025390625","0.025390625","0.025390625","","","","","",""
"663552000","116","116","116","0.31605224609375","0.1346435546875","0.615478515625","116","116","116","0.0683837890625","0.03955078125","0.083984375","116","116","116","0.0390625","0.0340576171875","0.0479736328125","","","","","","","233","233","233","0.036279296875","0.033203125","0.04248046875","919","919","919","0.0380859375","0.0380859375","0.0380859375","116","116","116","0.03641357421875","0.032958984375","0.0399169921875"
"664576000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920","920","920","0.029296875","0.029296875","0.029296875","","","","","",""
"665600000","","","","","","","","","","","","","","","","","","","460","460","460","0.03056640625","0.02490234375","0.03564453125","","","","","","","921","921","921","0.033203125","0.033203125","0.033203125","","","","","",""
"666624000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","923","923","923","0.0283203125","0.0283203125","0.0283203125","","","","","",""
"667648000","","","","","","","","","","","","","","","","","","","461","461","461","0.034765625","0.03076171875","0.0400390625","234","234","234","0.0341796875","0.028564453125","0.037109375","924","924","924","0.0263671875","0.0263671875","0.0263671875","","","","","",""
"669696000","","","","","","","","","","","","","","","","","","","463","463","463","0.03427734375","0.0322265625","0.037109375","","","","","","","927","927","927","0.029296875","0.029296875","0.029296875","","","","","",""
"670720000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928","928","928","0.025390625","0.025390625","0.025390625","","","","","",""
"671744000","118","118","118","0.2997802734375","0.149658203125","0.54931640625","118","118","118","0.07158203125","0.0457763671875","0.0841064453125","118","118","118","0.0453857421875","0.0396728515625","0.05615234375","464","464","464","0.03583984375","0.033203125","0.0390625","236","236","236","0.032080078125","0.0283203125","0.035888671875","","","","","","","118","118","118","0.0422119140625","0.036376953125","0.0491943359375"
"675840000","","","","","","","","","","","","","","","","","","","467","467","467","0.03154296875","0.02734375","0.03515625","237","237","237","0.03466796875","0.03271484375","0.037353515625","","","","","","","","","","","",""
"677888000","","","","","","","","","","","","","","","","","","","468","468","468","0.03388671875","0.02685546875","0.0380859375","","","","","","","","","","","","","","","","","",""
"679936000","119","119","119","0.27728271484375","0.1318359375","0.513671875","119","119","119","0.0650390625","0.0399169921875","0.076171875","119","119","119","0.0405517578125","0.0361328125","0.0516357421875","470","470","470","0.0390625","0.03662109375","0.04150390625","","","","","","","","","","","","","119","119","119","0.0343505859375","0.029296875","0.03759765625"
"681984000","","","","","","","","","","","","","","","","","","","471","471","471","0.03583984375","0.029296875","0.04150390625","","","","","","","","","","","","","","","","","",""
"684032000","","","","","","","","","","","","","","","","","","","472","472","472","0.03427734375","0.0263671875","0.044921875","240","240","240","0.034765625","0.033447265625","0.0361328125","","","","","","","","","","","",""
"686080000","","","","","","","","","","","","","","","","","","","474","474","474","0.0296875","0.025390625","0.033203125","","","","","","","","","","","","","","","","","",""
"688128000","120","120","120","0.260302734375","0.14794921875","0.4390869140625","120","120","120","0.062060546875","0.0391845703125","0.074462890625","120","120","120","0.038525390625","0.033203125","0.05078125","475","475","475","0.03427734375","0.02978515625","0.04541015625","241","241","241","0.035595703125","0.034423828125","0.036865234375","","","","","","","120","120","120","0.03544921875","0.030517578125","0.0426025390625"
