"global_step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MAX","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MAX"
"690176000","","","","","","","","","","","","","","","","","","","477","477","477","0.04169921875","0.03955078125","0.04296875","","","","","","","","","","","","","","","","","",""
"692224000","","","","","","","","","","","","","","","","","","","478","478","478","0.033203125","0.02783203125","0.04052734375","243","243","243","0.033056640625","0.031005859375","0.034912109375","","","","","","","","","","","",""
"694272000","","","","","","","","","","","","","","","","","","","479","479","479","0.032421875","0.025390625","0.04052734375","","","","","","","","","","","","","","","","","",""
"696320000","122","122","122","0.245947265625","0.146728515625","0.3953857421875","122","122","122","0.060693359375","0.03857421875","0.072509765625","122","122","122","0.03818359375","0.0347900390625","0.049560546875","481","481","481","0.03203125","0.0263671875","0.037109375","244","244","244","0.03134765625","0.027099609375","0.0341796875","","","","","","","122","122","122","0.0359375","0.029541015625","0.0428466796875"
"698368000","","","","","","","","","","","","","","","","","","","482","482","482","0.0314453125","0.02880859375","0.03466796875","","","","","","","","","","","","","","","","","",""
"700416000","","","","","","","","","","","","","","","","","","","484","484","484","0.04091796875","0.037109375","0.0458984375","","","","","","","","","","","","","","","","","",""
"702464000","","","","","","","","","","","","","","","","","","","485","485","485","0.03388671875","0.029296875","0.03857421875","","","","","","","","","","","","","","","","","",""
"704512000","123","123","123","0.23118896484375","0.1400146484375","0.3323974609375","123","123","123","0.0608154296875","0.038330078125","0.0701904296875","123","123","123","0.0391845703125","0.0340576171875","0.053466796875","486","486","486","0.03232421875","0.02978515625","0.03466796875","247","247","247","0.034619140625","0.030517578125","0.0419921875","","","","","","","123","123","123","0.03681640625","0.029052734375","0.0445556640625"
"706560000","","","","","","","","","","","","","","","","","","","488","488","488","0.0294921875","0.02587890625","0.03466796875","","","","","","","","","","","","","","","","","",""
"708608000","","","","","","","","","","","","","","","","","","","489","489","489","0.03271484375","0.02685546875","0.03857421875","248","248","248","0.03408203125","0.0283203125","0.0390625","","","","","","","","","","","",""
"712704000","125","125","125","0.22044677734375","0.1396484375","0.3135986328125","125","125","125","0.068359375","0.0479736328125","0.08349609375","125","125","125","0.0473388671875","0.0406494140625","0.0570068359375","492","492","492","0.0298828125","0.02587890625","0.0361328125","250","250","250","0.03271484375","0.029296875","0.034423828125","","","","","","","125","125","125","0.04344482421875","0.0379638671875","0.049560546875"
"714752000","","","","","","","","","","","","","","","","","","","493","493","493","0.0296875","0.0263671875","0.0341796875","","","","","","","","","","","","","","","","","",""
"716800000","","","","","","","","","","","","","","","","","","","495","495","495","0.03173828125","0.029296875","0.03515625","251","251","251","0.033203125","0.028564453125","0.0390625","","","","","","","","","","","",""
"718848000","","","","","","","","","","","","","","","","","","","496","496","496","0.03203125","0.029296875","0.0361328125","","","","","","","","","","","","","","","","","",""
"720896000","126","126","126","0.2022216796875","0.127197265625","0.2802734375","126","126","126","0.059521484375","0.038330078125","0.0692138671875","126","126","126","0.0388916015625","0.03173828125","0.0506591796875","","","","","","","","","","","","","","","","","","","126","126","126","0.03494873046875","0.0318603515625","0.0396728515625"
"722944000","","","","","","","","","","","","","","","","","","","499","499","499","0.034765625","0.03173828125","0.03662109375","","","","","","","","","","","","","","","","","",""
"724992000","","","","","","","","","","","","","","","","","","","500","500","500","0.0306640625","0.02734375","0.03466796875","254","254","254","0.03505859375","0.031005859375","0.04052734375","","","","","","","","","","","",""
"727040000","","","","","","","","","","","","","","","","","","","502","502","502","0.03154296875","0.02490234375","0.04248046875","","","","","","","","","","","","","","","","","",""
"729088000","127","127","127","0.18992919921875","0.1229248046875","0.2607421875","127","127","127","0.0584716796875","0.036865234375","0.0694580078125","127","127","127","0.0388427734375","0.034423828125","0.05224609375","503","503","503","0.03310546875","0.02978515625","0.03662109375","255","255","255","0.033154296875","0.028564453125","0.03759765625","","","","","","","127","127","127","0.035791015625","0.0313720703125","0.04248046875"
"731136000","","","","","","","","","","","","","","","","","","","504","504","504","0.02734375","0.025390625","0.03125","","","","","","","","","","","","","","","","","",""
"733184000","","","","","","","","","","","","","","","","","","","505","505","505","0.0326171875","0.02734375","0.03759765625","257","257","257","0.04033203125","0.037109375","0.04248046875","","","","","","","","","","","",""
"735232000","","","","","","","","","","","","","","","","","","","506","506","506","0.0318359375","0.02880859375","0.03662109375","","","","","","","","","","","","","","","","","",""
"737280000","129","129","129","0.18388671875","0.1177978515625","0.2498779296875","129","129","129","0.058056640625","0.0389404296875","0.067626953125","129","129","129","0.0373779296875","0.033935546875","0.0445556640625","508","508","508","0.03720703125","0.03076171875","0.04296875","258","258","258","0.033935546875","0.02880859375","0.036376953125","","","","","","","129","129","129","0.034716796875","0.0299072265625","0.0400390625"
"739328000","","","","","","","","","","","","","","","","","","","509","509","509","0.036328125","0.0263671875","0.04931640625","","","","","","","","","","","","","","","","","",""
"741376000","","","","","","","","","","","","","","","","","","","510","510","510","0.03212890625","0.029296875","0.0341796875","259","259","259","0.03203125","0.027587890625","0.035888671875","","","","","","","","","","","",""
"743424000","","","","","","","","","","","","","","","","","","","512","512","512","0.0337890625","0.03076171875","0.03662109375","","","","","","","","","","","","","","","","","",""
"745472000","130","130","130","0.1734130859375","0.1065673828125","0.240234375","130","130","130","0.0575927734375","0.037353515625","0.073974609375","130","130","130","0.03916015625","0.0347900390625","0.051025390625","513","513","513","0.0318359375","0.02685546875","0.0361328125","261","261","261","0.033056640625","0.031005859375","0.034912109375","","","","","","","130","130","130","0.03531494140625","0.03125","0.0408935546875"
"747520000","","","","","","","","","","","","","","","","","","","515","515","515","0.0396484375","0.02685546875","0.04833984375","","","","","","","","","","","","","","","","","",""
"749568000","","","","","","","","","","","","","","","","","","","516","516","516","0.030859375","0.0244140625","0.041015625","262","262","262","0.032568359375","0.02783203125","0.035400390625","","","","","","","","","","","",""
"751616000","","","","","","","","","","","","","","","","","","","517","517","517","0.0322265625","0.029296875","0.03369140625","","","","","","","","","","","","","","","","","",""
"753664000","","","","","","","","","","","","","","","","","","","519","519","519","0.03251953125","0.02685546875","0.03955078125","264","264","264","0.039697265625","0.034912109375","0.047607421875","","","","","","","","","","","",""
"755712000","","","","","","","","","","","","","","","","","","","520","520","520","0.03115234375","0.02685546875","0.0361328125","","","","","","","","","","","","","","","","","",""
"757760000","","","","","","","","","","","","","","","","","","","","","","","","","265","265","265","0.034912109375","0.032958984375","0.03759765625","","","","","","","","","","","",""
"759808000","","","","","","","","","","","","","","","","","","","523","523","523","0.03115234375","0.02197265625","0.04052734375","","","","","","","","","","","","","","","","","",""
"761856000","133","133","133","0.1656005859375","0.110595703125","0.21826171875","133","133","133","0.055810546875","0.0361328125","0.0660400390625","133","133","133","0.038720703125","0.0340576171875","0.0496826171875","524","524","524","0.0326171875","0.02734375","0.03662109375","266","266","266","0.033740234375","0.0302734375","0.03857421875","","","","","","","133","133","133","0.03480224609375","0.0302734375","0.042236328125"
"763904000","","","","","","","","","","","","","","","","","","","526","526","526","0.03125","0.02880859375","0.03564453125","","","","","","","","","","","","","","","","","",""
"765952000","","","","","","","","","","","","","","","","","","","527","527","527","0.0318359375","0.02734375","0.0341796875","268","268","268","0.03291015625","0.02783203125","0.03759765625","","","","","","","","","","","",""
"770048000","134","134","134","0.16221923828125","0.107421875","0.21435546875","134","134","134","0.056201171875","0.0372314453125","0.0745849609375","134","134","134","0.038916015625","0.0340576171875","0.0482177734375","530","530","530","0.02978515625","0.025390625","0.0361328125","269","269","269","0.032470703125","0.03076171875","0.03369140625","","","","","","","134","134","134","0.03345947265625","0.0284423828125","0.038818359375"
"772096000","","","","","","","","","","","","","","","","","","","531","531","531","0.03525390625","0.033203125","0.0361328125","","","","","","","","","","","","","","","","","",""
"774144000","","","","","","","","","","","","","","","","","","","533","533","533","0.03056640625","0.02685546875","0.0322265625","271","271","271","0.041796875","0.032958984375","0.046875","","","","","","","","","","","",""
"776192000","","","","","","","","","","","","","","","","","","","534","534","534","0.0349609375","0.03173828125","0.0400390625","","","","","","","","","","","","","","","","","",""
"778240000","136","136","136","0.15635986328125","0.0999755859375","0.1978759765625","136","136","136","0.05517578125","0.039306640625","0.0675048828125","136","136","136","0.039892578125","0.03515625","0.051025390625","","","","","","","272","272","272","0.030615234375","0.02783203125","0.03369140625","","","","","","","136","136","136","0.03525390625","0.032470703125","0.04052734375"
"780288000","","","","","","","","","","","","","","","","","","","537","537","537","0.03125","0.02587890625","0.037109375","","","","","","","","","","","","","","","","","",""
"782336000","","","","","","","","","","","","","","","","","","","538","538","538","0.028125","0.02490234375","0.03125","273","273","273","0.030859375","0.029052734375","0.03271484375","","","","","","","","","","","",""
"784384000","","","","","","","","","","","","","","","","","","","540","540","540","0.0390625","0.03515625","0.04248046875","","","","","","","","","","","","","","","","","",""
"786432000","137","137","137","0.149658203125","0.1016845703125","0.2010498046875","137","137","137","0.0553466796875","0.0389404296875","0.0704345703125","137","137","137","0.038037109375","0.0338134765625","0.0517578125","541","541","541","0.03212890625","0.03076171875","0.033203125","275","275","275","0.03427734375","0.0322265625","0.034912109375","","","","","","","137","137","137","0.0347412109375","0.0311279296875","0.03759765625"
"788480000","","","","","","","","","","","","","","","","","","","542","542","542","0.0283203125","0.02099609375","0.03369140625","","","","","","","","","","","","","","","","","",""
"790528000","","","","","","","","","","","","","","","","","","","544","544","544","0.032421875","0.0244140625","0.03662109375","276","276","276","0.034033203125","0.029296875","0.037841796875","","","","","","","","","","","",""
"792576000","","","","","","","","","","","","","","","","","","","545","545","545","0.031640625","0.0263671875","0.0400390625","","","","","","","","","","","","","","","","","",""
"794624000","","","","","","","","","","","","","","","","","","","547","547","547","0.04091796875","0.03662109375","0.044921875","","","","","","","","","","","","","","","","","",""
"796672000","","","","","","","","","","","","","","","","","","","548","548","548","0.03115234375","0.02880859375","0.0361328125","","","","","","","","","","","","","","","","","",""
"798720000","","","","","","","","","","","","","","","","","","","549","549","549","0.0328125","0.02978515625","0.037109375","279","279","279","0.031689453125","0.029052734375","0.03369140625","","","","","","","","","","","",""
"800768000","","","","","","","","","","","","","","","","","","","551","551","551","0.02822265625","0.02587890625","0.033203125","","","","","","","","","","","","","","","","","",""
"802816000","140","140","140","0.14405517578125","0.095458984375","0.198974609375","140","140","140","0.048876953125","0.0369873046875","0.0618896484375","140","140","140","0.0351318359375","0.03076171875","0.0419921875","552","552","552","0.030859375","0.025390625","0.0380859375","280","280","280","0.03271484375","0.0302734375","0.036865234375","","","","","","","140","140","140","0.03509521484375","0.0294189453125","0.0394287109375"
"804864000","","","","","","","","","","","","","","","","","","","554","554","554","0.04033203125","0.03564453125","0.04833984375","","","","","","","","","","","","","","","","","",""
"806912000","","","","","","","","","","","","","","","","","","","555","555","555","0.0318359375","0.02685546875","0.0400390625","282","282","282","0.033447265625","0.030029296875","0.03759765625","","","","","","","","","","","",""
